skill_type,name,alias_name,localized_name,base_value,S_A,B_C,D_E_F,G,affinity_role,is_evo,evo_parents
gold,Bravery Slash,勇迅円刃,,508.0,559.0,457.0,406.0,356.0,Pace,0,
gold,Heroic Energy,勇壮活発,,508.0,,,,,Dirt,0,
yellow,Model Student,優等生,,217.0,239.0,195.0,174.0,152.0,Medium,0,
ius,Genius x Bakushin = Victory,優等生×バクシン=大勝利ッ,Genius x Bakushin = Victory,180.0,,,,,,0,
gold,Brave and Bold,勇猛果敢,,508.0,559.0,457.0,406.0,356.0,Mile,0,
ius,Chasing the Snowlight,ゆきあかり、おいかけて,,180.0,,,,,,0,
green,Snowy Days ○,雪の日○,Snowy Days ○,129.0,,,,,,0,
green,Snowy Days ◎,雪の日◎,Snowy Days ◎,174.0,,,,,,0,
yellow,Unyielding Step,譲れぬ一歩,,217.0,263.0,176.0,139.0,106.0,Sprint/Front,0,
yellow,Reproducing a Dream,夢の再生方法,,263.0,289.0,237.0,210.0,184.0,Medium/Long,0,
ius,Delivering Beyond the Dreams!,夢の先へ、届け！,,180.0,,,,,,0,
yellow,Halfway to a Dream,夢の途中,,263.0,,,,,,0,
gold,To the Stage of Dreams,夢の舞台へ,,508.0,615.0,411.0,325.0,249.0,Medium/Pace,0,
yellow,Dream-Fulfilling Challenge,夢への挑戦,,217.0,239.0,195.0,174.0,152.0,Medium,0,
ius,Bathkeeper's Heart of Zen,湯守の和心,,180.0,,,,,,0,
yellow,Unshakeable Faith,揺るがぬ信念,,217.0,239.0,195.0,174.0,152.0,Medium,0,
gold,Thorough Preparation,用意周到,,508.0,559.0,457.0,406.0,356.0,Late,0,
blue,Wait-and-See,様子見,Wait-and-See,217.0,239.0,195.0,174.0,152.0,Sprint,0,
yellow,Blessing of the Sun,陽の加護,,263.0,,,,,,0,
yellow,Ride the Momentum,余勢を駆って,,217.0,239.0,195.0,174.0,152.0,Pace,0,
gold,Yodo Invicta,淀の申し子,Yodo Invicta,461.0,,,,,,0,
yellow,No Stagnation,淀みなし,,217.0,239.0,195.0,174.0,152.0,Pace/Late,0,
gold,Calm and Collected,余裕綽々,Calm and Collected,508.0,559.0,457.0,406.0,356.0,Pace,0,
ius,Deceive Thy Foe and Be Certain of Victory,知宵欺敵、百戦不殆,,180.0,,,,,,0,
gold,Lightning Step,ライトニングステップ,Lightning Step,394.0,433.0,355.0,315.0,276.0,Pace,0,
ius,Scarlet Ascension of the Rakshasa,羅刹、赤翼にて天上へ至らん,,180.0,,,,,,0,
green,Lucky Seven,ラッキーセブン,Lucky Seven,174.0,,,,,,0,
ius,Radiant Stride,爛然闊歩,,180.0,,,,,,0,
yellow,Keeping the Lead,リードキープ,Keeping the Lead,217.0,239.0,195.0,174.0,152.0,Long,0,
ius,Luck Comes to the Prepared,理運開かりて翔る,,180.0,,,,,,0,
red,Restart,リスタート,Restart,217.0,239.0,195.0,174.0,152.0,Front,0,
ius,The Winding Road to Ideals,理想へのwinding road,,180.0,,,,,,0,
gold,Gamma Ray Burst,流星光底,,508.0,559.0,457.0,406.0,356.0,Pace,0,
green,Firm Conditions ○,良バ場○,Firm Conditions ○,129.0,,,,,,0,
green,Firm Conditions ◎,良バ場◎,Firm Conditions ◎,174.0,,,,,,0,
gold,Firm Course Menace,良バ場の鬼,Firm Course Menace,461.0,,,,,,0,
gold,Relax,リラックス,Relax,508.0,559.0,457.0,406.0,356.0,Late,0,
yellow,Go with the Flow,臨機応変,Go with the Flow,129.0,,,,,,0,
yellow,With Dignity,凛然と,,217.0,263.0,176.0,139.0,106.0,Medium/End,0,
gold,Luminescence,ルミネセンス,,508.0,559.0,457.0,406.0,356.0,Medium,0,
ius,Miraculously Tubular Oracle,霊験灼然チョベリグ神託,,180.0,,,,,,0,
blue,Levelheaded,冷静,Levelheaded,217.0,239.0,195.0,174.0,152.0,End,0,
gold,Serenity,冷静沈着,Serenity,508.0,559.0,457.0,406.0,356.0,End,0,
gold,Sharp-Witted Composure,怜悧清澄,,633.0,696.0,570.0,506.0,443.0,Medium,0,
yellow,Essence of Racing・Wisdom,レースの真髄・賢,,174.0,,,,,,0,
green,Essence of Racing・Energy,レースの真髄・心,,174.0,,,,,,0,
yellow,Essence of Racing・Guts,レースの真髄・根,,174.0,,,,,,0,
yellow,Essence of Racing・Speed,レースの真髄・速,,174.0,,,,,,0,
yellow,Essence of Racing・Stamina,レースの真髄・体,,174.0,,,,,,0,
yellow,Essence of Racing・Power,レースの真髄・力,,174.0,,,,,,0,
gold,Race Planner,レースプランナー,Race Planner,508.0,559.0,457.0,406.0,356.0,Pace,0,
gold,Lane Legerdemain,レーンの魔術師,Lane Legerdemain,334.0,,,,,,0,
yellow,Top Pick,レコメンド,Top Pick,217.0,,,,,Dirt,0,
gold,Like a Blaze,烈火の如く,,508.0,559.0,457.0,406.0,356.0,Medium/Long,0,
ius,烈花の洗礼,,,180.0,,,,,,0,
ius,Peerless Dance of Flowering Flames,烈火繚乱、無敵之舞,Peerless Dance of Flowering Flames,180.0,,,,,,0,
ius,Let's Pump Some Iron!,レッツ・アナボリック！,Let's Pump Some Iron!,180.0,,,,,,0,
gold,Blast Forward,烈風一閃,Blast Forward,508.0,559.0,457.0,406.0,356.0,Long,0,
gold,Wind Slash,烈風円刃,,508.0,559.0,457.0,406.0,356.0,Long,0,
gold,Chain Reaction,連鎖反応,,633.0,,,,,,0,
yellow,Step Toward Mastery,練達の一歩,,217.0,239.0,195.0,174.0,152.0,Sprint,0,
yellow,Spare No Effort,労を惜しまず,,217.0,239.0,195.0,174.0,152.0,Medium,0,
gold,Rocket Start,ロケットスタート,,333.0,366.0,300.0,266.0,233.0,Sprint,0,
yellow,Lock On,ロックオン,,217.0,239.0,195.0,174.0,152.0,Long,0,
gold,Child of Longchamp,ロンシャンの申し子,,461.0,,,,,,0,
green,Longchamp Racetrack ○,ロンシャンレース場○,,129.0,,,,,,0,
green,Longchamp Racetrack ◎,ロンシャンレース場◎,,174.0,,,,,,0,
ius,None Shall Object My Rule,我が覇道、阻むものなし,,180.0,198.0,162.0,144.0,126.0,End,0,
blue,Stay the Course,脇目も振らず,,263.0,289.0,237.0,210.0,184.0,Long,0,
ius,Super-Duper Climax,ワクワククライマックス,Super-Duper Climax,180.0,,,,,,0,
gold,The Races We Run,私たちの走る道程,,633.0,696.0,570.0,506.0,443.0,Sprint/Mile,0,
ius,Dazzl'n ♪ Diver,わやかわ♪マリンダイヴ,Dazzl'n ♪ Diver,180.0,,,,,,0,
yellow,Take the Chance,ワンチャンス,Take the Chance,217.0,239.0,195.0,174.0,152.0,Medium,0,
ius,α-star*,,,180.0,,,,,,0,
evo,Clear View with 564 Eyes!,564アイズで視界クッキリ！,,394.0,433.0,355.0,315.0,276.0,End,1,The Coast Is Clear!
evo,Beat the Stars,,,633.0,696.0,570.0,506.0,443.0,Medium,1,Surging Beat
evo,BLAZING WOLF,,,633.0,696.0,570.0,506.0,443.0,Pace/Late,1,Hot Pursuit
evo,Breakaway Star,,,633.0,696.0,570.0,506.0,443.0,Front,1,Escape Artist
evo,Burn Down,,,633.0,696.0,570.0,506.0,443.0,Medium,1,Burning Soul
evo,Dreamer's Path,Dreamer’s Path,,633.0,696.0,570.0,506.0,443.0,Late,1,Thousand-Mile Journey
evo,Enjoy the Flight,,,633.0,696.0,570.0,506.0,443.0,Mile,1,High Voltage
evo,Frontier Spirit,,,633.0,696.0,570.0,506.0,443.0,Mile,1,Mile Maven
evo,Gluttony's Grip,Gluttony’s Grip,,586.0,645.0,527.0,469.0,410.0,Long,1,Stamina Siphon
evo,I Copy!,I copy!,,461.0,,,,,,1,No Stopping Me!
evo,Ignite This Stage,Ignite this Stage,,633.0,696.0,570.0,506.0,443.0,Mile/Medium,1,Soul Ablaze
evo,K.Speed,,,633.0,766.0,570.0,506.0,443.0,Sprint/Pace,1,Speed Star
evo,Limitless Love,,,633.0,696.0,570.0,506.0,443.0,Pace,1,Unstoppable
evo,METI レゾナンス,,,394.0,433.0,355.0,315.0,276.0,Medium,1,Connection
evo,Power Am I,,,633.0,766.0,513.0,405.0,310.0,Medium/Pace,1,Proof of Strength
evo,Ritter von Fuchu,,,508.0,,,,,,1,Child of Fuchu
evo,Service: Transit,,,633.0,766.0,513.0,405.0,310.0,Medium/Late,1,On Your Left!
evo,Sheep Stampede!,,,633.0,696.0,570.0,506.0,443.0,Pace,1,Headlong Charge
evo,Smooth Sailing!,,,633.0,,,,,,1,Tail Nine
evo,The Next Phase,,,416.0,458.0,374.0,333.0,291.0,Pace,1,Paradigm Shift
evo,True Wire-to-Wire!,,,633.0,696.0,570.0,506.0,443.0,Front,1,Untouchable Shadow
evo,Turn the Tables!,Turn the tables!,,633.0,,,,,Dirt,1,Innovation
evo,VIP Back View,VIPな後ろ姿,,633.0,696.0,570.0,506.0,443.0,Long,1,VIP Pass
evo,Wild Runway,,,633.0,696.0,570.0,506.0,443.0,Late,1,Keep Going!
evo,You Copy?,You copy?,,633.0,,,,,,1,Breath of Fresh Air
evo,I'll Take Anyone On!,相手が誰でも関係ねーし！,,633.0,,,,,Dirt,1,清濁併吞
evo,Azure Revolution,蒼色革命,,633.0,696.0,570.0,506.0,443.0,Medium,1,From the Brink
evo,Let's Meet Under the Blue Sky!,青空の下で待ってるよ！,,633.0,696.0,633.0,633.0,633.0,Medium,1,See Ya Later!
evo,Crimson Stirring,赫き胎動,,633.0,696.0,570.0,506.0,443.0,Mile/Medium,1,Killer Instict
evo,諦めない、ですぅ〜！,,,633.0,,,,,,1,Indomitable
evo,Active Rest,アクティブレスト,,633.0,696.0,570.0,506.0,443.0,Long,1,Cooldown
evo,I Like a Rough Road,悪路のほうが好みでね,,508.0,,,,,Turf,1,Bad Track Demon
evo,Dawn Always Comes!,明けぬ夜はない！,,508.0,559.0,457.0,406.0,356.0,Long,1,Stamina Siphon
evo,Admired City Girl,憧れのシチーガール,,461.0,,,,,,1,No Stopping Me!
evo,"Easy, Peasy, Lemon Squeezy",朝腹、朝腹、かやすしや♪,,633.0,696.0,570.0,506.0,443.0,Pace,1,Calm and Collected
evo,Vivid Battle Formation,鮮やかな布陣,,633.0,696.0,570.0,506.0,443.0,Mile,1,Battle Formation
evo,"Keep Calm, Don't Overthink",焦らず、気負わず,,633.0,696.0,570.0,506.0,443.0,Late,1,Relax
evo,This is my win!,アタシが勝つんだから！,,633.0,696.0,570.0,506.0,443.0,Pace,1,Race Planner
evo,Simply the Best!,あたしサイコーじゃん！,,633.0,766.0,513.0,405.0,310.0,Medium/Late,1,Dauntless
evo,Can't Top Me!,あたししか勝たん！,,633.0,696.0,570.0,506.0,443.0,Late,1,Dauntless
evo,Journey to a New Dream,新しい夢への旅路,,633.0,,,,,,1,Uncharted Heights
evo,Stunning Trick,圧巻のトリック,,633.0,,,,,,1,Tantalizing Trick
evo,Unleash the Dragon,あっぱれ！臥竜勇往,,633.0,766.0,513.0,405.0,310.0,Long/Front,1,Finishing Touch
evo,Uplifting,アップリフティング,,633.0,696.0,570.0,506.0,443.0,Medium,1,Elated
evo,Adventure Leader,アドベンチャーの先導者,,633.0,696.0,570.0,506.0,443.0,Mile,1,Mile Maven
evo,Raging Dragon,暴れ龍,,633.0,696.0,570.0,506.0,443.0,Late,1,Rising Dragon
evo,Sweet Bewitching,あま～い幻惑,,394.0,433.0,355.0,315.0,276.0,Pace,1,Dazzling Disorientation
evo,Soaring Step,天翔る足取り,,633.0,696.0,570.0,506.0,443.0,Medium/Long,1,Seamless
evo,Slightly Sweet Escape,甘さ控えめエスケープ,,633.0,696.0,570.0,506.0,443.0,Front,1,Escape Artist
evo,Heavenly Wind,天つ風,,633.0,696.0,570.0,506.0,443.0,Pace,1,Winds of Change
evo,Golden Ship of the Rough Seas,荒磯好みの黄金船,,508.0,,,,,,1,Bad Track Demon
evo,The Stormforged Hero Advances,嵐纏いし英雄は往く,,508.0,,,,,,1,Fall Frenzy
evo,Storm-Calling God of Destruction,嵐を呼ぶ破壊神,,633.0,696.0,570.0,506.0,443.0,End,1,Sturm und Drang
evo,Raging Wind God,荒ぶる風神,,633.0,696.0,570.0,506.0,443.0,Medium,1,Wild Wind
evo,Arrow of Artemis,アルテミスの矢,,633.0,696.0,570.0,506.0,443.0,End,1,Moonlit Flash
evo,On Vultur Cadens' Trail,アル・ワーキを追いかけて,,633.0,766.0,513.0,405.0,310.0,Medium/End,1,Pursuer
evo,Attack of Ares,アレスの進撃,,633.0,696.0,570.0,506.0,443.0,Mile,1,Furious Feat
evo,Ephemeral Afterglow,淡く儚い残照,,633.0,766.0,513.0,405.0,310.0,Medium/Pace,1,Flash Forward
evo,Rather Run than Worry!,案ずるより走るが速し,,633.0,766.0,513.0,405.0,310.0,Medium/Pace,1,Speed Star
evo,Anpan and Milk,あんぱんと牛乳,,633.0,696.0,570.0,506.0,443.0,Long,1,Cooldown
evo,Ambitious Card,アンビシャスカード,,633.0,696.0,570.0,506.0,443.0,Late,1,Fast & Furious
evo,"Tasty, Isn't It?",いい味、出てるでしょ？,,633.0,,,,,,1,In the Right Place!
evo,Squid for a Quid!,イカ揚げ、いかがですか！？,,633.0,696.0,570.0,506.0,443.0,Medium,1,Elated
evo,Stylish and Masterful,粋でいなせな達人技,,633.0,696.0,570.0,506.0,443.0,Medium,1,Master of the Sands
evo,Guidance of Many Moons,幾星霜が導く一手,,633.0,696.0,570.0,506.0,443.0,Pace/Late,1,Check
evo,Marvelous Showtime ♪,いざ、ショーベラスタイム♪,,633.0,696.0,570.0,506.0,443.0,Medium/Long,1,Wonderkid
evo,Onward! To the Sea!,いざ征かん！マリンロード,,633.0,696.0,570.0,506.0,443.0,Late,1,Thousand-Mile Journey
evo,Dimensional Runaway,異次元の逃亡者,,633.0,696.0,570.0,506.0,443.0,Front,1,Unrestrained
evo,Become the Foundation,礎たれ,,633.0,696.0,570.0,506.0,443.0,Medium,1,Come What May
evo,Grand Expedition,偉大なる踏破,,633.0,766.0,513.0,405.0,310.0,Medium/Pace,1,Steady Advance
evo,Masterful Prankster,いたずらマイスター,,508.0,,,,,Dirt,1,Mud Master
evo,Fleet Foot of Idaten,韋駄天ノ襲脚,,633.0,766.0,513.0,405.0,310.0,Long/End,1,Encroaching Shadow
evo,Wholehearted Refresher,一意専心にリフレッシュ！,,633.0,766.0,513.0,405.0,310.0,Long/Pace,1,Single-Minded
evo,To the Best View!,一番眺めのいい場所へ！,,394.0,433.0,355.0,315.0,276.0,Medium,1,Further Than Anyone
evo,First in the Bath!,一番風呂いただきます！,,394.0,433.0,355.0,315.0,276.0,Front,1,Taking the Lead
evo,First-Class Presence,一流の在り方,,633.0,696.0,570.0,506.0,443.0,Sprint,1,Unyielding Tenacity
evo,A Petal's Bravery,一輪の勇気,,633.0,,,,,,1,Beeline Burst
evo,All in on One Bet,一点張りでいこう,,633.0,696.0,570.0,506.0,443.0,Late,1,Top Gear
evo,Brightest Star's Arabesque,一等星のアラベスク,,633.0,696.0,570.0,506.0,443.0,Medium,1,Killer Tunes
evo,Decisive Cleave,一刀両断,,633.0,,,,,,1,Beeline Burst
evo,Not My Usual Self!,いつもの僕じゃないから！,,633.0,766.0,513.0,405.0,310.0,Long/Pace,1,Showdown
evo,Piercing Azure,射貫く蒼,,633.0,696.0,570.0,506.0,443.0,Late,1,Keep Going!
evo,Spark of Life,命の火花,,633.0,696.0,570.0,506.0,443.0,Pace,1,Neck and Neck
evo,Veiled Grit,いぶし銀の闘志,,394.0,,,,,Dirt,1,Big-Sisterly
evo,Healing Maestro,癒しのマエストロ,,633.0,,,,,,1,Swinging Maestro
evo,Winning Road,ウイニングロード,,633.0,696.0,570.0,506.0,443.0,Late,1,Fast & Furious
evo,Wind Shear,ウインドシアー,,633.0,696.0,570.0,506.0,443.0,Mile,1,Changing Gears
evo,Veil-Swaying Spring Storm,ヴェール揺らす春疾風,,633.0,696.0,570.0,506.0,443.0,Sprint/Mile,1,Supreme Downhiller
evo,Starved Monster,飢えた怪物,,633.0,696.0,570.0,506.0,443.0,Pace,1,Gourmand
evo,Immovable as Mt. Youtei,動かざること羊蹄山の若し,,633.0,696.0,570.0,506.0,443.0,Long,1,Of Calm Mind
evo,Beautiful Phosphorescence,美しき燐光,,633.0,696.0,570.0,506.0,443.0,Pace,1,Indomitable
evo,Umadol Power Trend ↑↑,ウマドルパワー急上昇↑↑,,633.0,,,,,Dirt,1,Trending in the Charts!
evo,Shining From The Ocean Floor...☆,海の底からキラめいて…☆,,633.0,696.0,570.0,506.0,443.0,Sprint/Mile,1,Never Give Up
evo,梅仰ぎ、漕ぐ計略,,,633.0,696.0,570.0,506.0,443.0,Mile/Medium,1,Cloud Dragon's Metamorphosis
evo,Beautiful Transformation,麗しき転身,,633.0,696.0,570.0,506.0,443.0,Medium,1,Tension and Release
evo,Soar Above The Clouds,雲上飛翔,,633.0,696.0,570.0,506.0,443.0,End,1,Soaring Stride
evo,Forever and Ever,永永無窮,,633.0,696.0,570.0,506.0,443.0,Pace,1,Gamma Ray Burst
evo,Ei! Ei! Mun!,えい！えい！むん！,,633.0,696.0,570.0,506.0,443.0,Long,1,Overwhelming Pressure
evo,Eternal Brilliance,永遠の輝き,,633.0,696.0,570.0,506.0,443.0,Pace,1,Race Planner
evo,None Can Block Glory's Advance,栄華の歩み、誰ぞ遮る,,633.0,766.0,513.0,405.0,310.0,Medium/Pace,1,Steady Advance
evo,Fluttering Towards Glory,栄光への羽ばたき,,633.0,696.0,570.0,506.0,443.0,Late,1,All-Seeing Eyes
evo,Hero Handbook,英雄への道標,,633.0,696.0,570.0,506.0,443.0,Pace,1,Race Planner
evo,Extreme After-School Technique,エクストリーム下校術,,633.0,696.0,570.0,506.0,443.0,End,1,Go-Home Specialist
evo,Esplosione,エスプロズィオーネ,,633.0,766.0,513.0,405.0,310.0,Long/Late,1,Dignified
evo,Entertainer,エンターテイナー,,633.0,696.0,570.0,506.0,443.0,Pace,1,Race Planner
evo,Waltz Maestro,円舞曲のマエストロ,,633.0,,,,,,1,Swinging Maestro
evo,Don't Leave Me,オイテイカナイデ,,508.0,559.0,457.0,406.0,356.0,Long,1,Stamina Siphon
evo,Sovereign's Dominion,王威絢爛,,758.0,834.0,682.0,606.0,531.0,Medium,1,Domineering Glare
evo,Like and Comment!,応援コメントよろしく！,,688.0,833.0,557.0,440.0,337.0,Medium/Late,1,One and Only
evo,桜華爛漫一直線,,,633.0,,,,,,1,Beeline Burst
evo,Fan Dance,扇ノ舞,,633.0,696.0,570.0,506.0,443.0,Long,1,Innate Experience
evo,Golden Flare,黄金の炎陽,,633.0,696.0,570.0,506.0,443.0,Late,1,Heat Haze
evo,King's Perspective,王の大局観,,394.0,433.0,355.0,315.0,276.0,Late,1,The Bigger Picture
evo,Year-End Cleaning Pro,大掃除上手,,633.0,766.0,513.0,405.0,310.0,Medium/Late,1,On Your Left!
evo,Perfect Order!,オーダーはバッチリ！,,461.0,,,,,,1,Concentration
evo,Dramatic Finale,大見得切り,,633.0,696.0,570.0,506.0,443.0,End,1,Encroaching Shadow
evo,Angler's Wisdom,大物狙いの心得,,633.0,696.0,570.0,506.0,443.0,Medium,1,Vanguard Spirit
evo,Going Ahead☆Tailwind,お先に☆テールウィンド,,633.0,766.0,513.0,405.0,310.0,Long/Front,1,"One Sky, One Goal"
evo,I'll Go the Extra Mile!!,推してまいる！！,,633.0,696.0,570.0,506.0,443.0,Sprint/Mile,1,Fluttering Heart
evo,Coming Through♪,お邪魔しま～す♪,,633.0,,,,,,1,In the Right Place!
evo,"Flood of ""Je t'aime""",押し寄せるジュテーム,,633.0,696.0,570.0,506.0,443.0,End,1,Encroaching Shadow
evo,押忍ッ！気合十分ッス！,,,633.0,696.0,570.0,506.0,443.0,Mile,1,Full of Vigor
evo,You Shall Kneel in Reverence,――畏れよ、然して拝跪せよ,,758.0,834.0,682.0,606.0,531.0,Medium/Long,1,Domineering Glare
evo,Ruler of the Stage,お立ち台の支配者,,633.0,696.0,570.0,506.0,443.0,Mile,1,Mile Maven
evo,Tomboy Queen,おてんば女王,,633.0,696.0,570.0,506.0,443.0,Front,1,Restless
evo,I'm a Big Sis After All,お姉ちゃん、だもの,,633.0,696.0,633.0,633.0,633.0,Mile,1,Unshakable Stance
evo,Step Aside,――お退きなさい,,461.0,507.0,415.0,369.0,323.0,Pace,1,No Stopping Me!
evo,"Pretty Blossoms, Pretty Year!",お花見当たり年！,,633.0,696.0,570.0,506.0,443.0,Pace,1,Speed Star
evo,"Please Remember Me, Okay?",覚えていてくださいね？,,633.0,766.0,513.0,405.0,310.0,Sprint/Front,1,Initiative
evo,Here You Go!,お待ちどおさま！,,633.0,696.0,570.0,506.0,443.0,Sprint/Mile,1,Lightning Speed
evo,Memories Become Power,思い出を力に変えて,,633.0,696.0,570.0,506.0,443.0,Mile,1,Changing Gears
evo,Olifant's Roar,オリファントの轟雷,,633.0,696.0,570.0,506.0,443.0,Sprint/Mile,1,Lightning Speed
evo,Professional Pamperer,お世話のプロフェッショナル,,633.0,,,,,,1,Professor of Curvature
evo,Hands-Down Victory,鎧袖一触,,633.0,,,,,,1,Professor of Curvature
evo,Trails of Pioneers,開拓者の軌跡,,633.0,696.0,570.0,506.0,443.0,Medium/Long,1,Pathfinder
evo,Monstrous Cornering,怪物的コーナリング,,633.0,,,,,,1,Corner Connoisseur
evo,Caesura,カエスーラ,,633.0,,,,,,1,Breath of Fresh Air
evo,Sparkling Top Star,輝くトップスタァ,,394.0,433.0,355.0,315.0,276.0,Mile,1,Big-Sisterly
evo,Blazing Brilliance,赫焉,,633.0,766.0,513.0,405.0,310.0,Medium/End,1,Reign
evo,Assured Victory,確信された勝利,,633.0,766.0,513.0,405.0,310.0,Medium/Pace,1,One and Only
evo,Revolutionized Future,革新された未来,,633.0,766.0,513.0,405.0,310.0,Mile/Pace,1,One and Only
evo,Unconcealed Brilliance,隠せぬ輝き,,633.0,696.0,570.0,506.0,443.0,Late,1,Lie in Wait
evo,Crossroads of Revolution,革命の岐路,,633.0,,,,,,1,Exquisite Timing
evo,Revolutionary Presence,革命をもたらす威容,,633.0,696.0,570.0,506.0,443.0,Medium/Long,1,One-shot
evo,March of the Opera King,歌劇王の行進,,633.0,696.0,570.0,506.0,443.0,Medium,1,Killer Tunes
evo,Unclouded Noble Path,陰りなき王道,,633.0,696.0,570.0,506.0,443.0,Long,1,Dominator
evo,Winter's Beauty Under the Waning Moon,下弦の雪月花,,633.0,696.0,570.0,506.0,443.0,Mile,1,Corner Connoisseur
evo,風上に立て,,,394.0,433.0,355.0,315.0,276.0,Mile/Medium,1,Big-Sisterly
evo,Glutton of Kasamatsu,笠松の食いしん坊,,633.0,696.0,570.0,506.0,443.0,Pace,1,Gourmand
evo,"Follow the Wind, Follow the Water",風まかせ、お湯まかせ,,633.0,696.0,570.0,506.0,443.0,Pace/Late,1,Floating with the Tide
evo,Victory Path Domination,勝ち筋ドミネーション,,633.0,696.0,570.0,506.0,443.0,Mile/Medium,1,Unshakable Stance
evo,I Really Wanna Win!,勝ちたいんだもん！,,394.0,,,,,,1,Center Stage
evo,Blasting Off!,かっ飛ばすわよ！,,633.0,696.0,570.0,506.0,443.0,Mile,1,Changing Gears
evo,Craving Monster,渇望する怪物,,633.0,766.0,513.0,405.0,310.0,Long/Pace,1,Monster
evo,Pupil of Possibility,可能性の徒,,633.0,696.0,570.0,506.0,443.0,Medium,1,Dominator
evo,Godly Runner's Wisdom,神逃げの心得,,633.0,696.0,570.0,506.0,443.0,Long,1,Vanguard Spirit
evo,Divine Crossing,神渡し,,633.0,696.0,570.0,506.0,443.0,Pace,1,Winds of Change
evo,Spurring Emotions,駆り立てる想い,,633.0,696.0,570.0,506.0,443.0,End,1,Encroaching Shadow
evo,Be Majestic,華麗であれ,,633.0,696.0,570.0,506.0,443.0,Late,1,Dignified
evo,Brilliant Serving,華麗なサーブ,,588.0,647.0,529.0,470.0,412.0,Front,1,Gale Slash
evo,#WannaGetCurren'd?,＃カレンに染まってみる？,,633.0,696.0,570.0,506.0,443.0,Sprint,1,Adored by All
evo,Hungry Wolf's Fang,餓狼牙,,633.0,,,,,,1,In Body and Mind
evo,#Cute Perturbation♪,＃カワイイかく乱♪,,394.0,433.0,355.0,315.0,276.0,Pace,1,Dazzling Disorientation
evo,Tourism Ambassador's Prestige,観光大使の面目躍如！,,633.0,,,,,Dirt,1,Trending in the Charts!
evo,Hometown Medley,感謝のふるさとメドレー,,758.0,834.0,682.0,606.0,531.0,Pace,1,Call & Response
evo,Shrine Maiden's Dance,神薙ダンス,,633.0,766.0,513.0,405.0,310.0,Mile/Front,1,Preeminent
evo,Guess I've Gotta Try,頑張るしかないよね,,633.0,696.0,570.0,506.0,443.0,Medium,1,Dominator
evo,I'll Do My Beeest!,がんばるぞー…おー！,,633.0,696.0,570.0,506.0,443.0,Pace,1,Calm and Collected
evo,Trying My Best!,がんばるもん！,,394.0,433.0,355.0,315.0,276.0,Late,1,Hard Worker
evo,Perfect Bugfixing Technique,完璧なエラー対処術,,633.0,696.0,570.0,506.0,443.0,Front,1,Escape Artist
evo,Unforgettable Step,記憶に刻む足取り,,633.0,696.0,570.0,506.0,443.0,Sprint,1,In High Spirits
evo,Menacing Presence,鬼気森然,,633.0,696.0,570.0,506.0,443.0,End,1,Sleeping Lion
evo,First Step To Recovery,起死回生の一歩,,633.0,696.0,570.0,506.0,443.0,Medium,1,From the Brink
evo,Recovery Output,起死回生の出力,,633.0,696.0,570.0,506.0,443.0,Medium,1,From the Brink
evo,North Wind Kick,北風一蹴,,633.0,696.0,570.0,506.0,443.0,Long,1,Blast Forward
evo,Lucky Omen!,吉兆です！,,394.0,433.0,355.0,315.0,276.0,Long,1,Illusionist
evo,You'll fly for sure!,きっと飛べる！,,633.0,696.0,570.0,506.0,443.0,Medium,1,Come What May
evo,Hope Comes Around,希望は巡る、何度でも,,416.0,458.0,374.0,333.0,291.0,Mile/Medium,1,The Future in My Hands
evo,Curely Heal,キュアリーヒール,,633.0,696.0,570.0,506.0,443.0,Long,1,Cooldown
evo,Emergency! Hero on the Scene!,急行！ヒーロー参上！,,633.0,696.0,570.0,506.0,443.0,Late,1,Fast & Furious
evo,Marvelous Momentum☆,ギュンギュンのマーベラス☆,,633.0,,,,,,1,Elated
evo,Dawnborne,暁光背負いて,,633.0,766.0,513.0,405.0,310.0,Medium/Front,1,Gallant Figure
evo,Snow Fluttering Through the Corner,曲線に舞う深雪,,633.0,,,,,,1,Corner Connoisseur
evo,Curve Grand Chef,曲線のグランシェフ,,633.0,696.0,570.0,506.0,443.0,Sprint/Mile,1,Corner Connoisseur
evo,Sparkle ☆ Dolly Stage,煌めき☆ドーリィステージ,,633.0,696.0,570.0,506.0,443.0,Late,1,Luminescence
evo,Dazzling Illusion,煌めきのイリュージョン,,633.0,766.0,513.0,405.0,310.0,Medium/Late,1,Hot Pursuit
evo,Sparkling Contest,キラメキの勝負,,633.0,696.0,570.0,506.0,443.0,Mile/Medium,1,Battle for Initiative
evo,Glittering Top Star,煌めきのトップスタァ,,633.0,696.0,570.0,506.0,443.0,Pace,1,Speed Star
evo,煌めくキセキを,,,633.0,696.0,570.0,506.0,443.0,Pace,1,Race Planner
evo,Beyond the Milky Way With You,銀河のその先へ、あなたと,,633.0,696.0,570.0,506.0,443.0,Medium,1,Come What May
evo,緊急重版,,,633.0,696.0,570.0,506.0,443.0,Front,1,一世一代
evo,Emergency Magic Boost,緊急魔力ブースト,,633.0,696.0,570.0,506.0,443.0,End,1,Undivided Focus
evo,Cool Gaze,クールな視線,,633.0,696.0,570.0,506.0,443.0,Late,1,All-Seeing Eyes
evo,Leave the Dark Nights to Me!,暗い夜道もお任せを！,,633.0,696.0,570.0,506.0,443.0,Pace,1,Breaking Free
